ind	id	d_omega	d_visual	rounds	evaluations	failed evals	duration	inf. n	inf. t0	inf. t1	inf. t2	inf. t3	inf. t4	inf. t5	inf. t6	inf. M0	inf. M1	inf. M2	inf. M3	inf. M4	inf. M5	inf. M6	inf. s0	inf. s1	inf. s2	inf. s3	inf. s4	inf. s5	inf. s6	inf. N_ref	source filename
c07YN_dA_w050_SQ_Damian	2	419780	150681	50	11390370	0	1555.58	12	0	533.819	9483.87	17123.5	41290.5	90522.2	126876	6.83378	0.828013	4.92405	0.756817	43.6419	1.02413	0.215381	1	1	1	1	1	1	1	1009.2	/ifs/igc/folders/PCG/csteux/data/gape-psmc/FINAL_CLEAN_Pan_troglodytes_ellioti-Damian.psmc
c07YN_dA_w050_SQ_Damian	3	409207	151977	50	11403938	0	2334.03	8	0	1164.86	8130.38	17118.3	41251.9	90295.4	125923	6.64628	0.698174	2.90274	0.716362	33.5942	1.07795	0.205244	1	1	1	1	1	1	1	1538.03	/ifs/igc/folders/PCG/csteux/data/gape-psmc/FINAL_CLEAN_Pan_troglodytes_ellioti-Damian.psmc
c07YN_dA_w050_SQ_Damian	4	403657	149017	50	11391314	0	3113.53	7	0	1501.76	8067.78	15517.3	41276.9	90059.4	125937	7.2823	0.557691	2.8523	0.701026	47.8045	0.849577	0.196649	1	1	1	1	1	1	1	1711.52	/ifs/igc/folders/PCG/csteux/data/gape-psmc/FINAL_CLEAN_Pan_troglodytes_ellioti-Damian.psmc
c07YN_dA_w050_SQ_Damian	5	396332	147744	50	11389890	0	3893.38	11	0	1243.6	8342.38	17240.4	41270.2	90482	135940	4.53256	0.79629	3.30524	0.738454	30.8869	1.00418	0.21217	1	1	1	1	1	1	1	1097.24	/ifs/igc/folders/PCG/csteux/data/gape-psmc/FINAL_CLEAN_Pan_troglodytes_ellioti-Damian.psmc
c07YN_dA_w050_SQ_Damian	6	405680	150805	50	11397346	0	4671.04	7	0	1440.49	8122.94	15938.6	41271	89939.8	125961	7.63399	0.615629	2.53576	0.627272	39.376	0.817303	0.186448	1	1	1	1	1	1	1	1657.37	/ifs/igc/folders/PCG/csteux/data/gape-psmc/FINAL_CLEAN_Pan_troglodytes_ellioti-Damian.psmc
c07YN_dA_w050_SQ_Damian	7	398662	147530	50	11409522	0	5450.41	12	0	657.424	8350.71	17381.9	37750.1	90556.4	136797	6.3891	0.836057	3.17247	0.755169	18.9215	0.725484	0.213473	1	1	1	1	1	1	1	1009.45	/ifs/igc/folders/PCG/csteux/data/gape-psmc/FINAL_CLEAN_Pan_troglodytes_ellioti-Damian.psmc
c07YN_dA_w050_SQ_Damian	8	416414	155338	50	11409938	0	6230.79	11	0	645.996	8275.14	17419.6	41252.8	97218.9	131158	6.34476	0.665468	2.17993	0.671262	19.9939	0.545706	0.199788	1	1	1	1	1	1	1	1042.03	/ifs/igc/folders/PCG/csteux/data/gape-psmc/FINAL_CLEAN_Pan_troglodytes_ellioti-Damian.psmc
c07YN_dA_w050_SQ_Damian	9	401055	159512	50	11387474	0	7012.61	10	0	422.158	8246.97	17246.7	37762.8	84996.9	125794	11.0214	0.745472	2.84549	0.710179	46.7009	1.88398	0.208121	1	1	1	1	1	1	1	1197.15	/ifs/igc/folders/PCG/csteux/data/gape-psmc/FINAL_CLEAN_Pan_troglodytes_ellioti-Damian.psmc
c07YN_dA_w050_SQ_Damian	10	403349	148326	50	11407090	0	7793.82	10	0	603.771	8352.37	17213.5	37753.8	96043.4	135596	8.19549	0.886138	4.56061	0.827893	33.5008	1.00176	0.22692	1	1	1	1	1	1	1	1300.96	/ifs/igc/folders/PCG/csteux/data/gape-psmc/FINAL_CLEAN_Pan_troglodytes_ellioti-Damian.psmc
c07YN_dA_w050_SQ_Julie	1	634489	203322	50	11412050	0	783.79	12	0	1327.35	9039.34	16862.3	34051.4	88415.5	131750	4.62343	0.387183	1.14435	0.549462	29.9292	1.3966	0.215627	1	1	1	1	1	1	1	1042.71	/ifs/igc/folders/PCG/csteux/data/gape-psmc/FINAL_CLEAN_Pan_troglodytes_ellioti-Julie.psmc
c07YN_dA_w050_SQ_Julie	2	646716	206252	50	11410514	0	1570.79	15	0	1147.76	9168.77	17053.9	40698.1	88441.8	122859	4.01702	0.439667	1.06716	0.558419	26.9517	1.55834	0.238441	1	1	1	1	1	1	1	812.377	/ifs/igc/folders/PCG/csteux/data/gape-psmc/FINAL_CLEAN_Pan_troglodytes_ellioti-Julie.psmc
c07YN_dA_w050_SQ_Julie	3	640793	202340	50	11413106	0	2353.92	20	0	746.934	9202.2	17514.7	37266	103984	133283	3.19715	0.499487	0.905555	0.583269	40.7173	0.871551	0.237654	1	1	1	1	1	1	1	615.73	/ifs/igc/folders/PCG/csteux/data/gape-psmc/FINAL_CLEAN_Pan_troglodytes_ellioti-Julie.psmc
c07YN_dA_w050_SQ_Julie	4	655870	196616	50	11387666	0	3135.2	14	0	1309.07	9150.77	16952.3	34014.2	103980	140032	4.48337	0.460189	1.25195	0.590059	9.49184	0.617314	0.244288	1	1	1	1	1	1	1	920.592	/ifs/igc/folders/PCG/csteux/data/gape-psmc/FINAL_CLEAN_Pan_troglodytes_ellioti-Julie.psmc
c07YN_dA_w050_SQ_Julie	5	646427	200830	50	11407266	0	3917.63	8	0	931.927	7092.36	15440.6	37238.4	102518	144815	9.46698	0.159763	0.810931	0.48591	17.3599	0.383285	0.183177	1	1	1	1	1	1	1	1473.57	/ifs/igc/folders/PCG/csteux/data/gape-psmc/FINAL_CLEAN_Pan_troglodytes_ellioti-Julie.psmc
c07YN_dA_w050_SQ_Julie	6	609243	199290	50	11390722	0	4699.78	14	0	1197.18	9200.12	15270	37254	90227.2	122938	4.40947	0.439907	1.05564	0.537007	19.8185	1.26297	0.221831	1	1	1	1	1	1	1	852.841	/ifs/igc/folders/PCG/csteux/data/gape-psmc/FINAL_CLEAN_Pan_troglodytes_ellioti-Julie.psmc
c07YN_dA_w050_SQ_Julie	7	644901	188246	50	11400210	0	5481.85	11	0	1398.29	9001.86	16998.5	34055.6	103458	132642	5.18566	0.3952	1.06299	0.520526	46.6983	0.56158	0.231263	1	1	1	1	1	1	1	1145.88	/ifs/igc/folders/PCG/csteux/data/gape-psmc/FINAL_CLEAN_Pan_troglodytes_ellioti-Julie.psmc
c07YN_dA_w050_SQ_Julie	8	638364	200123	50	11415106	0	6264.13	14	0	917.854	9079	15322.3	34052.1	91123.5	122897	4.72948	0.396901	1.08919	0.558662	24.7795	1.37927	0.230323	1	1	1	1	1	1	1	878.024	/ifs/igc/folders/PCG/csteux/data/gape-psmc/FINAL_CLEAN_Pan_troglodytes_ellioti-Julie.psmc
c07YN_dA_w050_SQ_Julie	9	662733	200582	50	11400994	0	7045.74	13	0	1630.27	9125.61	16907.6	34016.8	103277	131812	4.46992	0.452644	1.22994	0.583745	10.444	1.2216	0.243026	1	1	1	1	1	1	1	992.766	/ifs/igc/folders/PCG/csteux/data/gape-psmc/FINAL_CLEAN_Pan_troglodytes_ellioti-Julie.psmc
c07YN_dA_w050_SQ_Julie	10	643108	208299	50	11410962	0	7828.3	14	0	2166.73	7940.13	17278.7	37261.3	88553.9	131799	4.7348	0.410206	1.06589	0.621205	40.814	2.39817	0.234206	1	1	1	1	1	1	1	933.558	/ifs/igc/folders/PCG/csteux/data/gape-psmc/FINAL_CLEAN_Pan_troglodytes_ellioti-Julie.psmc
c07YN_dA_w050_SQ_Koto	1	443808	135558	50	11397682	0	780.3	12	0	401.79	9009.26	18140.5	36329.4	112363	144619	9.13961	1.35925	21.7324	1.05356	17.3486	0.6005	0.253121	1	1	1	1	1	1	1	1246.06	/ifs/igc/folders/PCG/csteux/data/gape-psmc/FINAL_CLEAN_Pan_troglodytes_ellioti-Koto.psmc
c07YN_dA_w050_SQ_Koto	2	439879	163879	50	11389922	0	1560.85	13	0	2254.82	8003.28	18307.6	39812.8	95083.6	133052	3.81055	0.809876	2.62782	0.707471	24.4857	1.7476	0.203174	1	1	1	1	1	1	1	931.424	/ifs/igc/folders/PCG/csteux/data/gape-psmc/FINAL_CLEAN_Pan_troglodytes_ellioti-Koto.psmc
c07YN_dA_w050_SQ_Koto	3	425614	141416	50	11393314	0	2343.06	19	0	2615.03	8761.08	18508.9	39824.3	103309	145680	3.06954	1.06487	2.9371	0.771617	49.2898	0.469644	0.209228	1	1	1	1	1	1	1	653.407	/ifs/igc/folders/PCG/csteux/data/gape-psmc/FINAL_CLEAN_Pan_troglodytes_ellioti-Koto.psmc
c07YN_dA_w050_SQ_Koto	4	442732	155019	50	11384594	0	3123.09	11	0	635.58	8671.35	18138.5	39779.5	97993.5	133314	7.09959	1.01775	3.93757	0.797033	13.3914	1.08377	0.213309	1	1	1	1	1	1	1	1190	/ifs/igc/folders/PCG/csteux/data/gape-psmc/FINAL_CLEAN_Pan_troglodytes_ellioti-Koto.psmc
c07YN_dA_w050_SQ_Koto	5	437794	153673	50	11380210	0	3903.14	12	0	548.442	8889.64	18111.9	39813.9	96375.2	133365	7.1041	1.11224	8.04395	0.919609	43.224	1.29142	0.232743	1	1	1	1	1	1	1	1161.93	/ifs/igc/folders/PCG/csteux/data/gape-psmc/FINAL_CLEAN_Pan_troglodytes_ellioti-Koto.psmc
c07YN_dA_w050_SQ_Koto	6	451231	137901	50	11373266	0	4683.61	14	0	589.847	9058.35	18246.9	39782.8	112598	144960	4.96216	1.72962	36.7346	1.1025	19.0802	0.618712	0.26172	1	1	1	1	1	1	1	1080.69	/ifs/igc/folders/PCG/csteux/data/gape-psmc/FINAL_CLEAN_Pan_troglodytes_ellioti-Koto.psmc
c07YN_dA_w050_SQ_Koto	7	440857	160110	50	11406882	0	5465.4	10	0	804.137	8563.21	17965.7	43458.5	87082.7	142678	6.60104	0.735435	2.75634	0.654431	16.5409	0.997678	0.186999	1	1	1	1	1	1	1	1181.81	/ifs/igc/folders/PCG/csteux/data/gape-psmc/FINAL_CLEAN_Pan_troglodytes_ellioti-Koto.psmc
c07YN_dA_w050_SQ_Koto	8	444867	147542	50	11379602	0	6245.7	6	0	930.304	7769.91	15559.2	39721	100734	156028	17.0633	0.472061	2.35847	0.591722	7.96084	0.369245	0.170001	1	1	1	1	1	1	1	1979.75	/ifs/igc/folders/PCG/csteux/data/gape-psmc/FINAL_CLEAN_Pan_troglodytes_ellioti-Koto.psmc
c07YN_dA_w050_SQ_Koto	9	451898	156000	50	11379218	0	7026.34	16	0	647.854	8923.52	18436.9	39814.5	100238	133773	4.38353	1.20091	7.40543	0.944625	32.6107	1.24867	0.239997	1	1	1	1	1	1	1	862.152	/ifs/igc/folders/PCG/csteux/data/gape-psmc/FINAL_CLEAN_Pan_troglodytes_ellioti-Koto.psmc
c07YN_dA_w050_SQ_Koto	10	456460	156398	50	11375986	0	7806.99	10	0	682.257	8916.36	17910.9	39810.1	98318.4	133135	7.94894	1.11835	10.8611	0.917758	44.636	1.19502	0.231761	1	1	1	1	1	1	1	1418.34	/ifs/igc/folders/PCG/csteux/data/gape-psmc/FINAL_CLEAN_Pan_troglodytes_ellioti-Koto.psmc
c07YN_dA_w050_SQ_Taweh	1	451582	157961	50	11416802	0	781.853	11	0	467.004	9007.69	16336.4	36774.4	102504	144844	9.16818	0.950654	6.85913	0.955918	27.8494	0.784564	0.229653	1	1	1	1	1	1	1	1250.11	/ifs/igc/folders/PCG/csteux/data/gape-psmc/FINAL_CLEAN_Pan_troglodytes_ellioti-Taweh.psmc
c07YN_dA_w050_SQ_Taweh	2	452302	158025	50	11406322	0	1565.65	10	0	476.505	9017.72	16256.6	36750.4	96339.4	134561	10.1832	0.942453	7.43303	0.93399	18.3323	0.982316	0.226079	1	1	1	1	1	1	1	1371.08	/ifs/igc/folders/PCG/csteux/data/gape-psmc/FINAL_CLEAN_Pan_troglodytes_ellioti-Taweh.psmc
c07YN_dA_w050_SQ_Taweh	3	452989	157248	50	11434914	0	2352	13	0	541.049	9008.76	16541.2	36777.1	96492.2	135093	6.76412	0.966147	6.42414	0.990707	26.5695	1.00296	0.235848	1	1	1	1	1	1	1	1064.3	/ifs/igc/folders/PCG/csteux/data/gape-psmc/FINAL_CLEAN_Pan_troglodytes_ellioti-Taweh.psmc
c07YN_dA_w050_SQ_Taweh	4	435842	157190	50	11439666	0	3138.31	9	0	558.069	8768.44	16113.3	40219.5	99952.1	134700	9.93081	0.679644	3.16098	0.74501	11.3265	0.712651	0.195156	1	1	1	1	1	1	1	1366.4	/ifs/igc/folders/PCG/csteux/data/gape-psmc/FINAL_CLEAN_Pan_troglodytes_ellioti-Taweh.psmc
c07YN_dA_w050_SQ_Taweh	5	442670	169922	50	11433170	0	3925.05	11	0	503.623	8854.11	16350.4	40280.3	84722.4	122387	8.76301	0.725485	3.20387	0.762662	49.2953	2.43622	0.215445	1	1	1	1	1	1	1	1112.42	/ifs/igc/folders/PCG/csteux/data/gape-psmc/FINAL_CLEAN_Pan_troglodytes_ellioti-Taweh.psmc
c07YN_dA_w050_SQ_Taweh	6	459243	159194	50	11419874	0	4709.65	11	0	484.432	8982.56	16389.2	40215.9	96468.2	135057	8.94186	1.01696	5.78323	0.948788	13.2304	0.838608	0.228617	1	1	1	1	1	1	1	1245.55	/ifs/igc/folders/PCG/csteux/data/gape-psmc/FINAL_CLEAN_Pan_troglodytes_ellioti-Taweh.psmc
c07YN_dA_w050_SQ_Taweh	7	439196	155144	50	11416466	0	5493.47	10	0	629.429	8932.18	16236.8	36767.8	96223	134755	8.02294	0.869147	4.99829	0.876398	22.639	0.845536	0.219538	1	1	1	1	1	1	1	1326.85	/ifs/igc/folders/PCG/csteux/data/gape-psmc/FINAL_CLEAN_Pan_troglodytes_ellioti-Taweh.psmc
c07YN_dA_w050_SQ_Taweh	8	453203	153348	50	11398530	0	6276.22	9	0	434.224	9030.45	16126.3	36771.1	96346.6	134200	12.6215	0.9796	10.0844	0.969992	36.3567	1.02095	0.253582	1	1	1	1	1	1	1	1590.09	/ifs/igc/folders/PCG/csteux/data/gape-psmc/FINAL_CLEAN_Pan_troglodytes_ellioti-Taweh.psmc
c07YN_dA_w050_SQ_Taweh	9	450037	156492	50	11410770	0	7059.55	11	0	553.45	9074.35	16321.7	36769.6	96491.4	134759	8.15736	0.98722	11.7309	1.04064	28.5307	1.05216	0.241496	1	1	1	1	1	1	1	1301.59	/ifs/igc/folders/PCG/csteux/data/gape-psmc/FINAL_CLEAN_Pan_troglodytes_ellioti-Taweh.psmc
c07YN_dA_w050_SQ_Taweh	10	438550	153112	50	11412466	0	7842.29	10	0	538.928	8980.03	16238.2	36788.6	96243.1	134658	9.08966	0.962086	6.07139	0.923142	48.0122	0.898853	0.233763	1	1	1	1	1	1	1	1361.73	/ifs/igc/folders/PCG/csteux/data/gape-psmc/FINAL_CLEAN_Pan_troglodytes_ellioti-Taweh.psmc
